"Alcohol Level (ABV)","Winery","Name","Vintage","Country","Region","Colour of Wine","Blend","Grape Types","Ratings","Number of Ratings","Price","Body (Light-Bold)","Tannins (Smooth-Tannic)","Sweetness (Dry-Sweet)","Acidity (Soft-Acidic)","Description","Flavor Notes","Food Pairings","Wine Tastes"
"13.0","Château Lamothe-Bergeron","Rives de Lamothe Haut-Médoc","2017","France","Haut-Médoc","Red wine","Blend","Malbec, Merlot, Cabernet Sauvignon","4.2","359","19.99","20.0","20.0","20.0","20.0","With the Help of Veteran Consultants from Château Angélus, Château Lamothe-Bergeron Has Hit a Homerun With Their “Second Label” - The Impressive Rives de Lamothe Haut-Médoc!Don’t let the approachable price and its “Second Label” status fool you—the Rives de Lamothe 2017 from Château Lamothe-Bergeron is serious stuff! A classic Haut-Médoc Bordeaux red blend, this wine shows impressive style, depth, and character—enough for a wine costing five times as much, actually! Château Lamothe-Bergeron’s dedication to its craft and the quality of its wines can be seen clearly in the fact that they’ve brought on veteran consultants from Saint-Emilion legend Château Angélus ($350+) to advise in the cellar. This red might be the easiest (and most delicious) way to add class and elegance to your everyday drinking (and it costs a lot less than a tuxedo rental)!James Suckling: “There are attractive fresh red flowers here with a core of wild red berries. The palate has a succulent, smooth, easygoing and open feel. Drink now.”One of the most historic estates in the Médoc (with a history dating back to at least the 15th century), Château Lamothe-Bergeron achieved Cru Bourgeois Supérieur status in the 19th century (and again in 2020). Vines have been grown on the property since the 17th century, and the house once belonged to the Lauste and Martel families. Passed down through generations, it was eventually acquired by François Jacques Marie de Bergeron before changing hands many times, eventually bought gain and fully revitalized in 2019.read more","oak, vanilla, tobacco | 42mentions ofoakynotes; plum, black cherry, bla... | 26mentions ofblack fruitnotes; leather, earthy, salt | 25mentions ofearthynotes; cherry, red fruit, stra... | 15mentions ofred fruitnotes; pepper, musk, fennel | 4mentions ofspicesnotes; chard, tomato, arugula | 3mentions ofvegetalnotes; toast | 1mentions ofageingnotes; cheese | 1mentions ofyeastynotes; stone fruit | 1mentions oftree fruitnotes","Beef, Veal, Poultry, Game","oak, vanilla, tobacco | 42mentions ofoakynotes; plum, black cherry, bla... | 26mentions ofblack fruitnotes; leather, earthy, salt | 25mentions ofearthynotes; cherry, red fruit, stra... | 15mentions ofred fruitnotes; pepper, musk, fennel | 4mentions ofspicesnotes; chard, tomato, arugula | 3mentions ofvegetalnotes; toast | 1mentions ofageingnotes; cheese | 1mentions ofyeastynotes; stone fruit | 1mentions oftree fruitnotes"
"15.0","Clos St. Antonin","Côtes-du-Rhône","2019","France","Côtes-du-Rhône","Red wine","Grenache","Unknown Grape Types","3.9","151","0.0","20.0","20.0","20.0","20.0","No Description Available","cherry, raspberry, red ... | 53mentions ofred fruitnotes; blackberry, dark fruit,... | 47mentions ofblack fruitnotes; oak, vanilla, cedar | 40mentions ofoakynotes; pepper, licorice, cinna... | 28mentions ofspicesnotes; earthy, leather, mushro... | 25mentions ofearthynotes; cheese | 3mentions ofyeastynotes; lavender, perfume, viol... | 3mentions offloralnotes; toast, dried fig | 2mentions ofageingnotes; prune, black raisin | 2mentions ofdried fruitnotes; tomato | 1mentions ofvegetalnotes","Beef, Veal, Poultry, Game","cherry, raspberry, red ... | 53mentions ofred fruitnotes; blackberry, dark fruit,... | 47mentions ofblack fruitnotes; oak, vanilla, cedar | 40mentions ofoakynotes; pepper, licorice, cinna... | 28mentions ofspicesnotes; earthy, leather, mushro... | 25mentions ofearthynotes; cheese | 3mentions ofyeastynotes; lavender, perfume, viol... | 3mentions offloralnotes; toast, dried fig | 2mentions ofageingnotes; prune, black raisin | 2mentions ofdried fruitnotes; tomato | 1mentions ofvegetalnotes"
"14.0","Delas","Saint-Esprit Côtes-du-Rhône","2021","France","Côtes-du-Rhône","Red wine","Shiraz/Syrah","Unknown Grape Types","3.9","2686","13.99","20.0","20.0","20.0","20.0","No Description Available","blackberry, plum, dark ... | 1312mentions ofblack fruitnotes; cherry, raspberry, red ... | 1014mentions ofred fruitnotes; pepper, licorice, white... | 846mentions ofspicesnotes; oak, vanilla, chocolate | 735mentions ofoakynotes; leather, earthy, smoke | 593mentions ofearthynotes; violet, lavender, perfu... | 116mentions offloralnotes; cheese, cream, oil | 86mentions ofyeastynotes; prune, raisin, dried fr... | 54mentions ofdried fruitnotes; peach, stone fruit, apr... | 50mentions oftree fruitnotes; citrus, lemon, grapefru... | 37mentions ofcitrusnotes; almond, toast, hazelnut | 34mentions ofageingnotes; tomato, grass, green be... | 26mentions ofvegetalnotes; pineapple, fruit cup, t... | 7mentions oftropicalnotes","Beef, Veal, Poultry, Game","blackberry, plum, dark ... | 1312mentions ofblack fruitnotes; cherry, raspberry, red ... | 1014mentions ofred fruitnotes; pepper, licorice, white... | 846mentions ofspicesnotes; oak, vanilla, chocolate | 735mentions ofoakynotes; leather, earthy, smoke | 593mentions ofearthynotes; violet, lavender, perfu... | 116mentions offloralnotes; cheese, cream, oil | 86mentions ofyeastynotes; prune, raisin, dried fr... | 54mentions ofdried fruitnotes; peach, stone fruit, apr... | 50mentions oftree fruitnotes; citrus, lemon, grapefru... | 37mentions ofcitrusnotes; almond, toast, hazelnut | 34mentions ofageingnotes; tomato, grass, green be... | 26mentions ofvegetalnotes; pineapple, fruit cup, t... | 7mentions oftropicalnotes"
"13.5","Henri Bourgeois","Sancerre La Côte Des Monts Damnés","2022","France","Sancerre","White wine","Sauvignon Blanc","Sauvignon Blanc","4.2","72","39.99","20.0","","20.0","20.0","No Description Available","citrus, grapefruit, lem... | 187mentions ofcitrusnotes; green apple, peach, app... | 123mentions oftree fruitnotes; minerals, stone, honey | 120mentions ofearthynotes; tropical, pineapple, pa... | 57mentions oftropicalnotes; grass, gooseberry, stra... | 53mentions ofvegetalnotes; butter, oak, vanilla | 26mentions ofoakynotes; cream, cheese, oil | 21mentions ofyeastynotes; almond, brioche, nutty | 7mentions ofageingnotes; green peppercorn, white... | 7mentions ofspicesnotes; elderflower, honeysuckl... | 5mentions offloralnotes; watermelon, red currant | 2mentions ofred fruitnotes; jam, blackcurrant | 2mentions ofblack fruitnotes","Beef, Veal, Poultry, Game","citrus, grapefruit, lem... | 187mentions ofcitrusnotes; green apple, peach, app... | 123mentions oftree fruitnotes; minerals, stone, honey | 120mentions ofearthynotes; tropical, pineapple, pa... | 57mentions oftropicalnotes; grass, gooseberry, stra... | 53mentions ofvegetalnotes; butter, oak, vanilla | 26mentions ofoakynotes; cream, cheese, oil | 21mentions ofyeastynotes; almond, brioche, nutty | 7mentions ofageingnotes; green peppercorn, white... | 7mentions ofspicesnotes; elderflower, honeysuckl... | 5mentions offloralnotes; watermelon, red currant | 2mentions ofred fruitnotes; jam, blackcurrant | 2mentions ofblack fruitnotes"
"14.0","André Bonhomme","Viré-Clessé Vieilles Vignes","2022","France","Viré-Clessé","White wine","Chardonnay","Chardonnay","4.2","75","0.0","20.0","","20.0","20.0","No Description Available","oak, butter, vanilla | 92mentions ofoakynotes; peach, pear, apple | 78mentions oftree fruitnotes; honey, minerals, stone | 60mentions ofearthynotes; citrus, lemon, grapefru... | 50mentions ofcitrusnotes; cream, cheese, yeast | 23mentions ofyeastynotes; tropical, pineapple, ma... | 21mentions oftropicalnotes; almond, hazelnut, toast | 15mentions ofageingnotes; straw, hay, grass | 10mentions ofvegetalnotes; honeysuckle, perfume | 4mentions offloralnotes; cinnamon, thyme | 2mentions ofspicesnotes; plum | 1mentions ofblack fruitnotes; cherry | 1mentions ofred fruitnotes; dried fruit | 1mentions ofdried fruitnotes","Beef, Veal, Poultry, Game","oak, butter, vanilla | 92mentions ofoakynotes; peach, pear, apple | 78mentions oftree fruitnotes; honey, minerals, stone | 60mentions ofearthynotes; citrus, lemon, grapefru... | 50mentions ofcitrusnotes; cream, cheese, yeast | 23mentions ofyeastynotes; tropical, pineapple, ma... | 21mentions oftropicalnotes; almond, hazelnut, toast | 15mentions ofageingnotes; straw, hay, grass | 10mentions ofvegetalnotes; honeysuckle, perfume | 4mentions offloralnotes; cinnamon, thyme | 2mentions ofspicesnotes; plum | 1mentions ofblack fruitnotes; cherry | 1mentions ofred fruitnotes; dried fruit | 1mentions ofdried fruitnotes"
"13.5","Château Carbonnieux","Pessac-Léognan Blanc (Grand Cru Classé de Graves)","2018","France","Pessac-Léognan","White wine","Sauvignon Blanc","Unknown Grape Types","4.3","1749","33.33","20.0","","20.0","20.0","No Description Available","citrus, lemon, grapefru... | 1174mentions ofcitrusnotes; peach, pear, apple | 897mentions oftree fruitnotes; oak, vanilla, butter | 797mentions ofoakynotes; minerals, honey, stone | 722mentions ofearthynotes; tropical, pineapple, ma... | 326mentions oftropicalnotes; gooseberry, grass, stra... | 318mentions ofvegetalnotes; cream, cheese, oil | 197mentions ofyeastynotes; toast, almond, nutty | 170mentions ofageingnotes; white pepper, pepper, l... | 110mentions ofspicesnotes; honeysuckle, elderflowe... | 89mentions offloralnotes; blackcurrant, plum, dar... | 88mentions ofblack fruitnotes; cherry, raspberry, red ... | 35mentions ofred fruitnotes; dried apricot, dried fr... | 23mentions ofdried fruitnotes","Beef, Veal, Poultry, Game","citrus, lemon, grapefru... | 1174mentions ofcitrusnotes; peach, pear, apple | 897mentions oftree fruitnotes; oak, vanilla, butter | 797mentions ofoakynotes; minerals, honey, stone | 722mentions ofearthynotes; tropical, pineapple, ma... | 326mentions oftropicalnotes; gooseberry, grass, stra... | 318mentions ofvegetalnotes; cream, cheese, oil | 197mentions ofyeastynotes; toast, almond, nutty | 170mentions ofageingnotes; white pepper, pepper, l... | 110mentions ofspicesnotes; honeysuckle, elderflowe... | 89mentions offloralnotes; blackcurrant, plum, dar... | 88mentions ofblack fruitnotes; cherry, raspberry, red ... | 35mentions ofred fruitnotes; dried apricot, dried fr... | 23mentions ofdried fruitnotes"
"13.0","Albamar","Ceibo Godello","2022","Spain","Valdeorras","White wine","Godello","Unknown Grape Types","4.1","71","37.14","20.0","","20.0","20.0","No Description Available","citrus, lemon, lime | 20mentions ofcitrusnotes; butter, oak, nutmeg | 17mentions ofoakynotes; peach, pear, stone frui... | 17mentions oftree fruitnotes; minerals, stone, slate | 13mentions ofearthynotes; oil, cream | 3mentions ofyeastynotes; green herbs, mint, fenn... | 3mentions ofspicesnotes; papaya, mango, tropical | 3mentions oftropicalnotes; tomato, grass, celery | 3mentions ofvegetalnotes; almond | 1mentions ofageingnotes; cherry | 1mentions ofred fruitnotes; lily | 1mentions offloralnotes","Beef, Veal, Poultry, Game","citrus, lemon, lime | 20mentions ofcitrusnotes; butter, oak, nutmeg | 17mentions ofoakynotes; peach, pear, stone frui... | 17mentions oftree fruitnotes; minerals, stone, slate | 13mentions ofearthynotes; oil, cream | 3mentions ofyeastynotes; green herbs, mint, fenn... | 3mentions ofspicesnotes; papaya, mango, tropical | 3mentions oftropicalnotes; tomato, grass, celery | 3mentions ofvegetalnotes; almond | 1mentions ofageingnotes; cherry | 1mentions ofred fruitnotes; lily | 1mentions offloralnotes"
"12.5","Escoda-Sanahuja","Els Bassots","2021","Spain","Conca de Barberà","White wine","Chenin Blanc","Unknown Grape Types","4.1","128","38.84","20.0","","20.0","20.0","No Description Available","orange, citrus, lemon | 125mentions ofcitrusnotes; apple, peach, pear | 94mentions oftree fruitnotes; honey, minerals, stone | 69mentions ofearthynotes; tropical, mango, pineap... | 32mentions oftropicalnotes; oak, butter, caramel | 26mentions ofoakynotes; yeast, cheese, oil | 24mentions ofyeastynotes; almond, walnut, brown s... | 11mentions ofageingnotes; fennel, licorice, mint | 11mentions ofspicesnotes; hay, grass, cat's pee | 6mentions ofvegetalnotes; chamomile, acacia, jasm... | 4mentions offloralnotes; plum | 3mentions ofblack fruitnotes; strawberry, raspberry, ... | 3mentions ofred fruitnotes; dried apricot | 3mentions ofdried fruitnotes","Beef, Veal, Poultry, Game","orange, citrus, lemon | 125mentions ofcitrusnotes; apple, peach, pear | 94mentions oftree fruitnotes; honey, minerals, stone | 69mentions ofearthynotes; tropical, mango, pineap... | 32mentions oftropicalnotes; oak, butter, caramel | 26mentions ofoakynotes; yeast, cheese, oil | 24mentions ofyeastynotes; almond, walnut, brown s... | 11mentions ofageingnotes; fennel, licorice, mint | 11mentions ofspicesnotes; hay, grass, cat's pee | 6mentions ofvegetalnotes; chamomile, acacia, jasm... | 4mentions offloralnotes; plum | 3mentions ofblack fruitnotes; strawberry, raspberry, ... | 3mentions ofred fruitnotes; dried apricot | 3mentions ofdried fruitnotes"
"14.0","Finca Torremilanos","Peñalba López Blanco","2021","Spain","Castilla y León","White wine","Blend","Chardonnay, Viura, Albillo","4.1","71","25.5","20.0","","20.0","20.0","No Description Available","oak, butter, vanilla | 71mentions ofoakynotes; apple, peach, stone fru... | 32mentions oftree fruitnotes; smoke, minerals, stone | 23mentions ofearthynotes; citrus, lime, lemon | 19mentions ofcitrusnotes; tropical, pineapple, ma... | 15mentions oftropicalnotes; cream, cheese, oil | 9mentions ofyeastynotes; toast, almond, biscuit | 8mentions ofageingnotes; hay, straw, bitter almo... | 8mentions ofvegetalnotes; pepper, musk, fennel | 4mentions ofspicesnotes; cherry, raspberry | 3mentions ofred fruitnotes; plum | 2mentions ofblack fruitnotes; fig, dried apricot | 2mentions ofdried fruitnotes; magnolia | 1mentions offloralnotes","Beef, Veal, Poultry, Game","oak, butter, vanilla | 71mentions ofoakynotes; apple, peach, stone fru... | 32mentions oftree fruitnotes; smoke, minerals, stone | 23mentions ofearthynotes; citrus, lime, lemon | 19mentions ofcitrusnotes; tropical, pineapple, ma... | 15mentions oftropicalnotes; cream, cheese, oil | 9mentions ofyeastynotes; toast, almond, biscuit | 8mentions ofageingnotes; hay, straw, bitter almo... | 8mentions ofvegetalnotes; pepper, musk, fennel | 4mentions ofspicesnotes; cherry, raspberry | 3mentions ofred fruitnotes; plum | 2mentions ofblack fruitnotes; fig, dried apricot | 2mentions ofdried fruitnotes; magnolia | 1mentions offloralnotes"
"12.0","Raventós i Blanc","Blanc de Blancs Brut","2022","Spain","Penedès","Sparkling wine","Macabeo","Macabeo","4.0","382","28.7","20.0","","","20.0","No Description Available","green apple, pear, appl... | 807mentions oftree fruitnotes; citrus, lemon, lime | 618mentions ofcitrusnotes; minerals, honey, stone | 373mentions ofearthynotes; toast, brioche, almond | 296mentions ofageingnotes; cream, yeast, cheese | 248mentions ofyeastynotes; butter, vanilla, pastry | 71mentions ofoakynotes; straw, grass, gooseberr... | 56mentions ofvegetalnotes; pineapple, tropical, pa... | 44mentions oftropicalnotes; honeysuckle, jasmine, d... | 32mentions offloralnotes; savory, pepper, white p... | 29mentions ofspicesnotes; strawberry, cranberry, ... | 20mentions ofred fruitnotes; plum, acai berry, blueb... | 8mentions ofblack fruitnotes","Beef, Veal, Poultry, Game","green apple, pear, appl... | 807mentions oftree fruitnotes; citrus, lemon, lime | 618mentions ofcitrusnotes; minerals, honey, stone | 373mentions ofearthynotes; toast, brioche, almond | 296mentions ofageingnotes; cream, yeast, cheese | 248mentions ofyeastynotes; butter, vanilla, pastry | 71mentions ofoakynotes; straw, grass, gooseberr... | 56mentions ofvegetalnotes; pineapple, tropical, pa... | 44mentions oftropicalnotes; honeysuckle, jasmine, d... | 32mentions offloralnotes; savory, pepper, white p... | 29mentions ofspicesnotes; strawberry, cranberry, ... | 20mentions ofred fruitnotes; plum, acai berry, blueb... | 8mentions ofblack fruitnotes"
"14.0","Ameztoi","Hijo de Rubentis Extra Brut","2016","Spain","Getariako Txakolina","Sparkling wine","Hondarrabi Zuri","Unknown Grape Types","4.0","77","0.0","20.0","","","20.0","No Description Available","strawberry, watermelon,... | 45mentions ofred fruitnotes; citrus, lemon, pink gra... | 21mentions ofcitrusnotes; green apple, melon, pea... | 21mentions oftree fruitnotes; cream, yeast, yogurt | 11mentions ofyeastynotes; minerals, smoke, chalk | 10mentions ofearthynotes; brioche, toast | 7mentions ofageingnotes; anise, jalapeno, pepper | 3mentions ofspicesnotes; rose water, violet | 3mentions offloralnotes; vanilla, macadamia nut | 2mentions ofoakynotes; rhubarb | 1mentions ofvegetalnotes","Beef, Veal, Poultry, Game","strawberry, watermelon,... | 45mentions ofred fruitnotes; citrus, lemon, pink gra... | 21mentions ofcitrusnotes; green apple, melon, pea... | 21mentions oftree fruitnotes; cream, yeast, yogurt | 11mentions ofyeastynotes; minerals, smoke, chalk | 10mentions ofearthynotes; brioche, toast | 7mentions ofageingnotes; anise, jalapeno, pepper | 3mentions ofspicesnotes; rose water, violet | 3mentions offloralnotes; vanilla, macadamia nut | 2mentions ofoakynotes; rhubarb | 1mentions ofvegetalnotes"
"5.5","Elio Perrone","Sourgal Moscato d'Asti","2022","Italy","Moscato d'Asti","Sparkling wine","Muscat Canelli","Unknown Grape Types","4.2","117","23.83","20.0","","","20.0","No Description Available","peach, pear, apricot | 274mentions oftree fruitnotes; honey, stone, ginger | 106mentions ofearthynotes; elderflower, honeysuckl... | 101mentions offloralnotes; lychee, tropical, pinea... | 63mentions oftropicalnotes; lemon, citrus, orange | 49mentions ofcitrusnotes; cream, cheese, banana | 24mentions ofyeastynotes; caramel, vanilla, choco... | 15mentions ofoakynotes; straw, rhubarb, tomato | 9mentions ofvegetalnotes; strawberry, raspberry, ... | 8mentions ofred fruitnotes; biscuit, brioche, brown... | 5mentions ofageingnotes; raisin, dried apricot | 5mentions ofdried fruitnotes; sage, green herbs | 3mentions ofspicesnotes","Beef, Veal, Poultry, Game","peach, pear, apricot | 274mentions oftree fruitnotes; honey, stone, ginger | 106mentions ofearthynotes; elderflower, honeysuckl... | 101mentions offloralnotes; lychee, tropical, pinea... | 63mentions oftropicalnotes; lemon, citrus, orange | 49mentions ofcitrusnotes; cream, cheese, banana | 24mentions ofyeastynotes; caramel, vanilla, choco... | 15mentions ofoakynotes; straw, rhubarb, tomato | 9mentions ofvegetalnotes; strawberry, raspberry, ... | 8mentions ofred fruitnotes; biscuit, brioche, brown... | 5mentions ofageingnotes; raisin, dried apricot | 5mentions ofdried fruitnotes; sage, green herbs | 3mentions ofspicesnotes"
"5.5","La Spinetta","Bricco Quaglia Moscato d'Asti","2021","Italy","Moscato d'Asti","Sparkling wine","Moscato Bianco","Unknown Grape Types","4.1","808","20.99","20.0","","","20.0","No Description Available","peach, pear, apple | 785mentions oftree fruitnotes; honey, minerals, stone | 319mentions ofearthynotes; lychee, pineapple, trop... | 290mentions oftropicalnotes; citrus, lemon, orange | 181mentions ofcitrusnotes; elderflower, honeysuckl... | 151mentions offloralnotes; cream, cheese, yeast | 56mentions ofyeastynotes; vanilla, chocolate, car... | 44mentions ofoakynotes; strawberry, cotton cand... | 21mentions ofred fruitnotes; mint, sage, thyme | 14mentions ofspicesnotes; grass, straw, rhubarb | 14mentions ofvegetalnotes; maple syrup, almond, ch... | 5mentions ofageingnotes; raisin, dried mango, pr... | 4mentions ofdried fruitnotes; jam, plum | 4mentions ofblack fruitnotes","Beef, Veal, Poultry, Game","peach, pear, apple | 785mentions oftree fruitnotes; honey, minerals, stone | 319mentions ofearthynotes; lychee, pineapple, trop... | 290mentions oftropicalnotes; citrus, lemon, orange | 181mentions ofcitrusnotes; elderflower, honeysuckl... | 151mentions offloralnotes; cream, cheese, yeast | 56mentions ofyeastynotes; vanilla, chocolate, car... | 44mentions ofoakynotes; strawberry, cotton cand... | 21mentions ofred fruitnotes; mint, sage, thyme | 14mentions ofspicesnotes; grass, straw, rhubarb | 14mentions ofvegetalnotes; maple syrup, almond, ch... | 5mentions ofageingnotes; raisin, dried mango, pr... | 4mentions ofdried fruitnotes; jam, plum | 4mentions ofblack fruitnotes"
"14.0","Bisson","Marca Trevigiana Glera Frizzante","2023","Italy","Marca Trevigiana","Sparkling wine","Glera","Glera","4.1","59","20.0","20.0","","","20.0","No Description Available","pear, apple, green appl... | 161mentions oftree fruitnotes; lemon, citrus, lime | 72mentions ofcitrusnotes; minerals, honey, stone | 54mentions ofearthynotes; cream, lemon curd, yeas... | 17mentions ofyeastynotes; brioche, nutty, almond | 10mentions ofageingnotes; butter, vanilla, chocol... | 7mentions ofoakynotes; hay, straw, cat's pee | 7mentions ofvegetalnotes; pineapple, tropical, pa... | 6mentions oftropicalnotes; honeysuckle, elderflowe... | 5mentions offloralnotes; savory, eucalyptus, ani... | 4mentions ofspicesnotes; strawberry, watermelon | 3mentions ofred fruitnotes","Beef, Veal, Poultry, Game","pear, apple, green appl... | 161mentions oftree fruitnotes; lemon, citrus, lime | 72mentions ofcitrusnotes; minerals, honey, stone | 54mentions ofearthynotes; cream, lemon curd, yeas... | 17mentions ofyeastynotes; brioche, nutty, almond | 10mentions ofageingnotes; butter, vanilla, chocol... | 7mentions ofoakynotes; hay, straw, cat's pee | 7mentions ofvegetalnotes; pineapple, tropical, pa... | 6mentions oftropicalnotes; honeysuckle, elderflowe... | 5mentions offloralnotes; savory, eucalyptus, ani... | 4mentions ofspicesnotes; strawberry, watermelon | 3mentions ofred fruitnotes"
"14.0","Furlani","Sui Lieviti Alpino Macerato","2021","Italy","Trentino","Sparkling wine","Pinot Gris","Pinot Gris","4.0","0","32.54","20.0","","","20.0","No Description Available","grapefruit, citrus, lem... | 135mentions ofcitrusnotes; green apple, apple, pea... | 79mentions oftree fruitnotes; minerals, salt, honey | 53mentions ofearthynotes; yeast, cream, cheese | 49mentions ofyeastynotes; nutty, toast, almond | 14mentions ofageingnotes; strawberry, watermelon,... | 14mentions ofred fruitnotes; oak, caramel, dill | 7mentions ofoakynotes; honeysuckle, elderflowe... | 7mentions offloralnotes; grass, rhubarb | 5mentions ofvegetalnotes; lychee, tropical, pinea... | 5mentions oftropicalnotes; savory, pepper, rosemar... | 4mentions ofspicesnotes; blueberry | 1mentions ofblack fruitnotes","Beef, Veal, Poultry, Game","grapefruit, citrus, lem... | 135mentions ofcitrusnotes; green apple, apple, pea... | 79mentions oftree fruitnotes; minerals, salt, honey | 53mentions ofearthynotes; yeast, cream, cheese | 49mentions ofyeastynotes; nutty, toast, almond | 14mentions ofageingnotes; strawberry, watermelon,... | 14mentions ofred fruitnotes; oak, caramel, dill | 7mentions ofoakynotes; honeysuckle, elderflowe... | 7mentions offloralnotes; grass, rhubarb | 5mentions ofvegetalnotes; lychee, tropical, pinea... | 5mentions oftropicalnotes; savory, pepper, rosemar... | 4mentions ofspicesnotes; blueberry | 1mentions ofblack fruitnotes"
"14.0","Marenco","Pineto Brachetto d'Acqui","2022","Italy","Brachetto d'Acqui","Sparkling wine","Brachetto","Brachetto","4.0","63","34.95","20.0","","","20.0","No Description Available","strawberry, raspberry, ... | 171mentions ofred fruitnotes; chocolate, vanilla, col... | 60mentions ofoakynotes; plum, berry jam, blackb... | 20mentions ofblack fruitnotes; cream, cheese | 18mentions ofyeastynotes; citrus, orange, lemon | 15mentions ofcitrusnotes; honey, leather, earthy | 12mentions ofearthynotes; rose petal, honeysuckle... | 10mentions offloralnotes; persimmon, apple, baked... | 10mentions oftree fruitnotes; rhubarb | 9mentions ofvegetalnotes; prune, fig, dried cranb... | 7mentions ofdried fruitnotes; almond, molasses, hazel... | 3mentions ofageingnotes; white pepper | 3mentions ofspicesnotes; pineapple | 1mentions oftropicalnotes","Beef, Veal, Poultry, Game","strawberry, raspberry, ... | 171mentions ofred fruitnotes; chocolate, vanilla, col... | 60mentions ofoakynotes; plum, berry jam, blackb... | 20mentions ofblack fruitnotes; cream, cheese | 18mentions ofyeastynotes; citrus, orange, lemon | 15mentions ofcitrusnotes; honey, leather, earthy | 12mentions ofearthynotes; rose petal, honeysuckle... | 10mentions offloralnotes; persimmon, apple, baked... | 10mentions oftree fruitnotes; rhubarb | 9mentions ofvegetalnotes; prune, fig, dried cranb... | 7mentions ofdried fruitnotes; almond, molasses, hazel... | 3mentions ofageingnotes; white pepper | 3mentions ofspicesnotes; pineapple | 1mentions oftropicalnotes"
"14.0","Daniele Reale","La Matota","2022","Italy","Piemonte","White wine","Moscato","Moscato","4.4","0","20.99","20.0","","20.0","20.0","No Description Available","peach, apple, apricot | 12mentions oftree fruitnotes; pineapple, tropical | 10mentions oftropicalnotes; lemon | 3mentions ofcitrusnotes; honey, stone | 3mentions ofearthynotes; honeysuckle | 1mentions offloralnotes; banana | 1mentions ofyeastynotes; butter | 1mentions ofoakynotes","Beef, Veal, Poultry, Game","peach, apple, apricot | 12mentions oftree fruitnotes; pineapple, tropical | 10mentions oftropicalnotes; lemon | 3mentions ofcitrusnotes; honey, stone | 3mentions ofearthynotes; honeysuckle | 1mentions offloralnotes; banana | 1mentions ofyeastynotes; butter | 1mentions ofoakynotes"
"13.0","Domaine de Lispaul","Pouilly-Fumé","2023","France","Pouilly-Fumé","White wine","Sauvignon Blanc","Sauvignon Blanc","4.3","61","23.99","20.0","","20.0","20.0","Elevate your holiday celebrations with the 2023 Domaine de Lispaul Pouilly Fumé, a Loire Valley standout. With a stellar rating from 59 Vivino reviews, this Sauvignon Blanc delivers the elegance and complexity of wines twice its price.Known for its signature flinty minerality and vibrant acidity, Pouilly Fumé is a benchmark for Sauvignon Blanc, and Domaine de Lispaul is no exception. Expect crisp citrus, green apple, and subtle herbal notes that make this wine a dream pairing for holiday appetizers, creamy cheeses, or fresh seafood. It’s the perfect bottle to kick off your festivities in style!Vivino users are raving, with one sharing, “An excellent PF. Very fresh, floral even rose aroma, palate very smooth and clean with white peach, melon, lemon with a very clean slightly dry finish. Very moreish.”Bring home this exceptional Pouilly Fumé with its outstanding quality and unbeatable price, it’s the kind of deal that disappears fast. Don’t miss the chance to toast with one of Loire Valley’s finest this season!read more","citrus, grapefruit, lem... | 6mentions ofcitrusnotes; minerals, stone | 3mentions ofearthynotes; oak | 1mentions ofoakynotes","Beef, Veal, Poultry, Game","citrus, grapefruit, lem... | 6mentions ofcitrusnotes; minerals, stone | 3mentions ofearthynotes; oak | 1mentions ofoakynotes"
"12.5","Château d'Arche","A de Château d’Arche Bordeaux Blanc","2021","France","Bordeaux","White wine","Blend","Sauvignon Blanc, Sémillon","4.2","38","19.99","20.0","","20.0","20.0","No Description Available","citrus | 2mentions ofcitrusnotes; cheese, cream | 2mentions ofyeastynotes","Beef, Veal, Poultry, Game","citrus | 2mentions ofcitrusnotes; cheese, cream | 2mentions ofyeastynotes"
"12.0","Château Calvimont","Graves Blanc","2023","France","Graves","White wine","Sémillon","Sémillon","4.1","56","19.99","20.0","","20.0","20.0","No Description Available","citrus, grapefruit, lem... | 146mentions ofcitrusnotes; minerals, honey, flint | 89mentions ofearthynotes; pear, melon, apple | 75mentions oftree fruitnotes; grass, straw, gooseberr... | 22mentions ofvegetalnotes; vanilla, oak, butter | 19mentions ofoakynotes; tropical, pineapple, st... | 19mentions oftropicalnotes; cream, yeast, lemon cur... | 8mentions ofyeastynotes; bay leaf, lemon grass, ... | 7mentions ofspicesnotes; marzipan, almond, toast | 7mentions ofageingnotes; elderflower, jasmine, l... | 7mentions offloralnotes; dark fruit, plum | 2mentions ofblack fruitnotes; strawberry | 2mentions ofred fruitnotes; prune | 1mentions ofdried fruitnotes","Beef, Veal, Poultry, Game","citrus, grapefruit, lem... | 146mentions ofcitrusnotes; minerals, honey, flint | 89mentions ofearthynotes; pear, melon, apple | 75mentions oftree fruitnotes; grass, straw, gooseberr... | 22mentions ofvegetalnotes; vanilla, oak, butter | 19mentions ofoakynotes; tropical, pineapple, st... | 19mentions oftropicalnotes; cream, yeast, lemon cur... | 8mentions ofyeastynotes; bay leaf, lemon grass, ... | 7mentions ofspicesnotes; marzipan, almond, toast | 7mentions ofageingnotes; elderflower, jasmine, l... | 7mentions offloralnotes; dark fruit, plum | 2mentions ofblack fruitnotes; strawberry | 2mentions ofred fruitnotes; prune | 1mentions ofdried fruitnotes"
